iter	RMSE
334	0.001079107619
335	0.001078141294
336	0.00107806161
337	0.001075513769
338	0.001073630292
339	0.001066680345
340	0.001062978434
341	0.001058094301
342	0.001055834131
343	0.001049964204
344	0.001049617198
345	0.001047559949
346	0.00104755709
347	0.001047278962
348	0.001047073985
349	0.001045141663
350	0.001044797493
351	0.001044542473
352	0.001043970486
353	0.00104341746
354	0.001043312795
355	0.00103864723
356	0.00103437274
357	0.001034168078
358	0.001033947171
359	0.001032914624
360	0.001032755083
361	0.001032680902
362	0.001032518493
363	0.001032086917
364	0.001031570041
365	0.001029799789
366	0.001029654588
367	0.001029524542
368	0.001024205603
369	0.001023387157
370	0.001023327539
371	0.001020236491
372	0.001020062804
373	0.001015912157
374	0.001014132888
375	0.001014041987
376	0.001013681695
377	0.001013053574
378	0.001012877285
379	0.001009418369
380	0.001008895685
381	0.001008892299
382	0.001006572767
383	0.001003879514
384	0.001002517167
385	0.001001593361
386	0.001001590196
387	0.001001226619
388	0.0009990961313
389	0.000997209023
390	0.0009938243464
391	0.0009908327955
392	0.0009869263413
393	0.0009848022493
394	0.0009832595236
395	0.0009819074441
396	0.0009793896833
397	0.0009762744572
398	0.0009761096779
399	0.0009709902233
400	0.0009704129558
401	0.0009700931443
402	0.0009671145644
403	0.0009666784258
404	0.0009663154041
405	0.0009660721725
406	0.0009649544606
407	0.0009626264573
408	0.0009625018892
409	0.0009624842354
410	0.0009620722507
411	0.0009609949856
412	0.0009598487783
413	0.0009588424684
414	0.0009568741843
415	0.0009553560241
416	0.0009523483369
417	0.0009521881573
418	0.000951950344
419	0.0009518118871
420	0.0009517970242
421	0.0009505022515
422	0.0009472079538
423	0.000946575822
424	0.0009456777357
425	0.0009455797846
426	0.0009431498103
427	0.000942770126
428	0.0009420497972
429	0.0009420350091
430	0.0009420325849
431	0.0009413978792
432	0.0009407159812
433	0.0009407020476
434	0.0009401498875
435	0.0009387145226
436	0.0009383230334
437	0.0009367775322
438	0.0009339073658
439	0.0009308829307
440	0.000926525779
441	0.0009263820613
442	0.0009256222517
443	0.0009234950565
444	0.0009231339279
445	0.0009229291427
446	0.0009224718789
447	0.0009224699199
448	0.0009224296133
449	0.0009222341825
450	0.0009218435371
451	0.0009215228904
452	0.0009209677951
453	0.0009205381246
454	0.0009199236936
455	0.0009180657982
456	0.0009175120197
457	0.0009162637111
458	0.0009148951356
459	0.0009138761706
460	0.0009136809841
461	0.0009128868182
462	0.0009127755101
463	0.0009120832967
464	0.0009115235059
465	0.0009109637277
466	0.0009105790049
467	0.0009102413938
468	0.0009097469629
469	0.0009092322806
470	0.0009091017907
471	0.0009088053726
472	0.0009086708413
473	0.0009086401352
474	0.0009081921361
475	0.000907968675
476	0.0009076774452
477	0.0009075344085
478	0.0009071067293
479	0.000907006262
480	0.0009065743492
481	0.0009033792951
482	0.0009032549532
483	0.0009011971046
484	0.0009011594543
485	0.0009007750133
486	0.0008976235751
487	0.000897346371
488	0.0008971026133
489	0.0008970770979
490	0.0008949722021
491	0.0008948558366
492	0.0008929974152
493	0.0008921695267
494	0.0008919689767
495	0.0008909739492
496	0.0008906938664
497	0.0008896267628
498	0.0008893982821
499	0.0008861971563
500	0.0008836276605
501	0.0008836276496
502	0.0008834044242
503	0.0008833887918
504	0.0008832861842
505	0.0008831566845
506	0.0008813823691
507	0.0008798552735
508	0.000879657534
509	0.000875879692
510	0.000874733297
511	0.0008718137969
512	0.000871307566
513	0.0008682206407
514	0.0008677755302
515	0.0008664573989
516	0.0008639231904
517	0.0008638028965
518	0.0008609157906
519	0.0008608158435
520	0.0008607050735
521	0.0008602660614
522	0.0008598162984
523	0.0008590748051
524	0.0008566879792
525	0.0008563781216
526	0.0008561935197
527	0.000854137449
528	0.0008519508853
529	0.000851929278
530	0.0008518541845
531	0.0008515267202
532	0.000847650414
533	0.0008475814763
534	0.0008467395311
535	0.0008460034524
536	0.0008432394681
537	0.000842036819
538	0.0008418965724
539	0.0008414074839
540	0.0008403785285
541	0.0008400475532
542	0.0008399823462
543	0.0008397290772
544	0.00083737289
545	0.0008373671982
546	0.0008356400057
547	0.0008356013122
548	0.0008352578781
549	0.0008328975779
550	0.0008325693878
551	0.0008325339522
552	0.0008323098579
553	0.0008322396734
554	0.0008321758578
555	0.0008320469475
556	0.0008294691329
557	0.00082882525
558	0.0008287366283
559	0.0008284886161
560	0.0008258725226
561	0.000825470265
562	0.0008238866207
563	0.0008222060828
564	0.0008222025821
565	0.0008197812349
566	0.0008169981335
567	0.0008169531361
568	0.0008166531297
569	0.0008163372607
570	0.0008161863865
571	0.0008159673675
572	0.0008156084306
573	0.0008155704877
574	0.0008147246671
575	0.0008129253436
576	0.0008127295606
577	0.0008126446095
578	0.0008125801795
579	0.0008122752352
580	0.0008120390391
581	0.0008118332693
582	0.0008105709414
583	0.0008104921006
584	0.0008101484781
585	0.0008098504301
586	0.0008096796982
587	0.0008094698656
588	0.0008094602296
589	0.0008089790889
590	0.0008075159862
591	0.0008067691157
592	0.0008043483633
593	0.0008038780063
594	0.0008037306217
595	0.0008032974089
596	0.0008030683527
597	0.0008024387454
598	0.000802438716
599	0.0008012823339
600	0.0008012822998
601	0.0007998775508
602	0.0007997833711
603	0.0007977760978
604	0.0007966536771
605	0.0007965734012
606	0.0007948230113
607	0.0007934000756
608	0.0007933301022
609	0.0007930764383
610	0.0007929332226
611	0.0007924927826
612	0.0007923102907
613	0.0007917560084
614	0.0007916738183
615	0.00079148742
616	0.0007908738877
617	0.0007887985165
618	0.0007887591157
619	0.0007886175689
620	0.0007883112537
621	0.0007881833831
622	0.0007877449301
623	0.0007874388364
624	0.0007852131147
625	0.0007852131135
626	0.0007851766211
627	0.0007849292752
628	0.0007848545537
629	0.000783094051
630	0.0007828742976
631	0.0007817716845
632	0.0007817228639
633	0.0007794910955
634	0.0007792722352
635	0.0007786746979
636	0.0007781902194
637	0.0007780830455
638	0.0007751982722
639	0.0007750896582
640	0.000775000452
641	0.0007747400872
642	0.0007738261895
643	0.0007736413598
644	0.000772630178
645	0.0007726186397
646	0.0007725497888
647	0.0007725396383
648	0.000772387212
649	0.0007719050441
650	0.0007716607943
651	0.0007696959646
652	0.0007693721656
653	0.0007687702871
654	0.0007677843013
655	0.0007674181274
656	0.0007673953535
657	0.0007672960239
658	0.0007672634909
659	0.0007660670936
660	0.0007659200836
661	0.0007646528719
662	0.0007646464841
663	0.0007644357963
664	0.0007638443931
665	0.0007635427017
666	0.0007635376302
667	0.0007634855751
668	0.0007634510042
669	0.0007633173378
670	0.0007629352489
671	0.0007627144886
672	0.0007626356407
673	0.0007626068418
674	0.0007612202967
675	0.0007602060697
676	0.0007597128469
677	0.0007593530014
678	0.0007588065181
679	0.0007585977396
680	0.0007585902513
681	0.0007578094643
682	0.0007574347841
683	0.0007573924942
684	0.0007572081561
685	0.0007570585493
686	0.0007563953616
687	0.0007563569141
688	0.0007547258658
689	0.0007547166349
690	0.0007540227077
691	0.0007539134257
692	0.0007529799174
693	0.000752603351
694	0.0007524018862
695	0.0007523418739
696	0.0007521907974
697	0.0007521655637
698	0.0007520506973
699	0.0007513189863
700	0.0007511525294
701	0.0007510060433
702	0.0007495079576
703	0.0007491875146
704	0.0007489859416
705	0.0007486539568
706	0.0007485797159
707	0.0007483692523
708	0.0007468656097
709	0.0007468553117
710	0.000746316601
711	0.0007462734631
712	0.000746227281
713	0.00074611381
714	0.0007460788193
715	0.000746040078
716	0.0007460033328
717	0.0007458469286
718	0.000745838046
719	0.0007457131505
720	0.000745630403
721	0.0007451688333
722	0.0007447697196
723	0.0007426455052
724	0.0007426145866
725	0.0007405773035
726	0.0007405447385
727	0.0007404545174
728	0.0007398242148
729	0.0007396219482
730	0.0007387803656
731	0.000736173256
732	0.0007361009828
733	0.0007360515777
734	0.0007356202907
735	0.0007347891305
736	0.000734174863
737	0.0007316390196
738	0.0007311057036
739	0.0007309981549
740	0.0007309715275
741	0.0007299673649
742	0.0007288907589
743	0.0007286014715
744	0.0007279614997
745	0.0007279241534
746	0.000727760364
747	0.0007254896152
748	0.0007253885931
749	0.0007252544968
750	0.0007252208523
751	0.0007251200462
752	0.0007245430616
753	0.000724334212
754	0.0007240082195
755	0.0007238242649
756	0.0007232797751
757	0.0007228220126
758	0.0007225843981
759	0.0007224549887
760	0.000720396866
761	0.0007197295268
762	0.0007197069314
763	0.0007196544366
764	0.0007196351471
765	0.0007194953302
766	0.0007192346289
767	0.0007189819527
768	0.0007188055635
769	0.0007186066647
770	0.0007185881387
771	0.0007184016895
772	0.000718290565
773	0.000718134047
774	0.0007180107948
775	0.0007177065248
776	0.000715907601
777	0.0007158162722
778	0.0007158014724
779	0.0007156955054
780	0.0007152937266
781	0.0007138228833
782	0.0007135638334
783	0.0007135171988
784	0.0007133517367
785	0.0007129709251
786	0.0007127142986
787	0.0007125321298
788	0.0007117835331
789	0.0007115688015
790	0.0007110011827
791	0.0007108050319
792	0.0007096547617
793	0.000709264215
794	0.0007091842983
795	0.0007091705254
796	0.0007090004311
797	0.0007089881532
798	0.000708822479
799	0.0007084490143
800	0.0007072363529
801	0.0007072223448
802	0.0007069880197
803	0.0007068297191
804	0.000703820801
805	0.0007037233758
806	0.000703642329
807	0.000703362168
808	0.0007032919147
809	0.0007032680629
810	0.0007032571553
811	0.0007024467943
812	0.0007023406692
813	0.0007012447326
814	0.0007002331434
815	0.0007001061805
816	0.0006999862309
817	0.0006969091027
818	0.0006963341627
819	0.000696324031
820	0.0006952800367
821	0.0006952708536
822	0.0006950502201
823	0.0006945659899
824	0.0006944707696
825	0.0006933533152
826	0.0006927759847
827	0.0006925682517
828	0.0006916271228
829	0.000691501751
830	0.0006909375593
831	0.0006903948539
832	0.0006902128665
833	0.0006901154527
834	0.0006900624289
835	0.000689453797
836	0.0006892938887
837	0.000689067503
838	0.0006888798293
839	0.0006880843598
840	0.0006880432865
841	0.000686661498
842	0.0006853391859
843	0.0006825141997
844	0.0006824090204
845	0.0006823358898
846	0.0006822350529
847	0.0006818724047
848	0.0006813961922
849	0.00067962013
850	0.0006795622504
851	0.0006793590863
852	0.0006793198035
853	0.0006793022507
854	0.00067918331
855	0.0006790529271
856	0.0006788758129
857	0.0006786710403
858	0.0006785839617
859	0.0006785700993
860	0.0006780439169
861	0.0006779503257
862	0.0006770502563
863	0.0006768115112
864	0.0006767205607
865	0.0006766482661
866	0.0006765393224
867	0.0006758140217
868	0.0006757492898
869	0.0006752901822
870	0.0006752166861
871	0.0006748196119
872	0.0006739760552
873	0.0006735561887
874	0.0006733011476
875	0.0006730215766
876	0.0006727363824
877	0.0006726514982
878	0.0006711522223
879	0.0006671759107
880	0.0006671057432
881	0.0006670038047
882	0.0006669216249
883	0.0006666112547
884	0.0006663123844
885	0.0006661910508
886	0.0006659173815
887	0.000665893813
888	0.0006656209166
889	0.00066545507
890	0.0006641500933
891	0.0006636616237
892	0.000663479139
893	0.0006633974067
894	0.0006626061755
895	0.0006606029052
896	0.0006605249304
897	0.0006604590021
898	0.0006604305151
899	0.0006594684629
900	0.0006594294715
901	0.0006592323903
902	0.0006589306802
903	0.0006582364791
904	0.0006582363221
905	0.0006581475246
906	0.0006580793121
907	0.0006579033875
908	0.0006573384855
909	0.0006573046393
910	0.0006570840324
911	0.0006570571569
912	0.0006566972882
913	0.0006562138011
914	0.000656157165
915	0.0006561103554
916	0.0006560350902
917	0.0006559569671
918	0.0006558065266
919	0.0006557663365
920	0.000655702837
921	0.0006556925794
922	0.000655638237
923	0.0006555892677
924	0.00065551942
925	0.0006552025298
926	0.0006551591537
927	0.0006550326112
928	0.0006547482533
929	0.0006546855178
930	0.0006520684131
931	0.0006519213937
932	0.0006519116257
933	0.0006507968472
934	0.0006506150044
935	0.0006504117307
936	0.0006502920656
937	0.0006502589102
938	0.0006502053834
939	0.0006501847367
940	0.0006498794593
941	0.0006488806716
942	0.0006487197744
943	0.0006462378085
944	0.000645056222
945	0.0006448886405
946	0.0006444913362
947	0.0006437063491
948	0.0006436962846
949	0.0006433440269
950	0.0006432712581
951	0.000643229776
952	0.0006431889559
953	0.0006430302211
954	0.0006422984981
955	0.0006422658278
956	0.0006420734019
957	0.0006420090098
958	0.0006419215027
959	0.000640424998
960	0.0006400091878
961	0.000639956386
962	0.0006399079051
963	0.0006392676128
964	0.0006387583039
965	0.0006380571742
966	0.0006380045144
967	0.000637784451
968	0.0006373052154
969	0.0006370506213
970	0.0006363893382
971	0.0006361538346
972	0.0006355828134
973	0.0006352707407
974	0.000634834269
975	0.000634788966
976	0.0006345050378
977	0.0006343035995
978	0.0006324553548
979	0.0006324263282
980	0.000631672771
981	0.0006315864031
982	0.0006315366968
983	0.0006314501254
984	0.0006312425471
985	0.0006309738303
986	0.0006307186556
987	0.0006306574278
988	0.0006304426142
989	0.0006302339877
990	0.0006297170716
991	0.0006296681118
992	0.0006296087071
993	0.0006293576523
994	0.0006287733048
995	0.0006283162534
996	0.0006282855283
997	0.0006277710275
998	0.0006277443091
999	0.0006276051673
